expense_id,date,vendor_name,category,description,amount,payment_method
570,2026-02-23,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1062.3,Bank Transfer
571,2026-02-24,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,138.54,Cash
572,2026-02-25,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,580.7,Cash
573,2026-02-25,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,119.48,Business Debit
574,2026-02-25,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,625.65,Check
575,2026-02-25,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,296.73,Credit Card
576,2026-02-26,Social Ads Platform,Marketing & Growth,Social Ads Platform,7.78,Check
577,2026-02-26,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,197.04,Credit Card
578,2026-02-26,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,264.6,Zelle
579,2026-02-26,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,1205.58,Bank Transfer
580,2026-02-26,Referral Program Payout,Marketing & Growth,Referral Program Payout,13.31,Business Debit
581,2026-02-26,General Store Purchase,Other/Non-Operating,General Store Purchase,53.94,Cash
582,2026-02-26,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,447.39,Check
583,2026-02-27,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,82.44,Cash
584,2026-02-27,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,804.89,Zelle
585,2026-02-27,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,125.2,Business Debit
586,2026-02-27,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1116.0,Zelle
587,2026-02-27,Search Ads Platform,Marketing & Growth,Search Ads Platform,13.85,Zelle
588,2026-02-27,Search Ads Platform,Marketing & Growth,Search Ads Platform,411.67,Credit Card
589,2026-02-28,Small Tools Purchase,"Repairs, Maintenance & Small Equipment",Small Tools Purchase,25.48,Bank Transfer
590,2026-02-28,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,209.23,Cash
591,2026-02-28,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,12.92,Cash
592,2026-02-28,Professional Certification Fee,Licensing & Compliance,Professional Certification Fee,8.63,Zelle
593,2026-02-28,Equipment Loan Payment,Debt Services,Equipment Loan Payment,357.41,Cash
594,2026-03-01,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,94.47,Cash
595,2026-03-01,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,2217.23,Business Debit
596,2026-03-01,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,295.55,Bank Transfer
597,2026-03-01,Equipment Loan Payment,Debt Services,Equipment Loan Payment,262.47,Credit Card
598,2026-03-02,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,322.39,Bank Transfer
599,2026-03-02,Booking Software Subscription,Software & Technology,Booking Software Subscription,57.82,Cash
600,2026-03-02,Office Supply Co,Other/Non-Operating,Office Supply Co,108.58,Credit Card
601,2026-03-02,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,24.2,Business Debit
602,2026-03-03,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,226.31,Check
603,2026-03-04,Scheduling App Fee,Software & Technology,Scheduling App Fee,20.53,Bank Transfer
604,2026-03-04,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,49.9,Bank Transfer
605,2026-03-04,Small Tools Purchase,"Repairs, Maintenance & Small Equipment",Small Tools Purchase,39.15,Bank Transfer
606,2026-03-05,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,286.63,Cash
607,2026-03-05,State Business License Renewal,Licensing & Compliance,State Business License Renewal,32.38,Cash
608,2026-03-05,Referral Program Payout,Marketing & Growth,Referral Program Payout,17.71,Credit Card
609,2026-03-05,Line of Credit Interest,Debt Services,Line of Credit Interest,713.64,Bank Transfer
610,2026-03-05,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,687.2,Business Debit
611,2026-03-05,Referral Program Payout,Marketing & Growth,Referral Program Payout,57.11,Cash
612,2026-03-05,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,21.47,Cash
613,2026-03-06,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,313.5,Credit Card
614,2026-03-06,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,503.28,Zelle
615,2026-03-06,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,102.06,Zelle
616,2026-03-07,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,198.95,Business Debit
617,2026-03-08,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,260.24,Zelle
618,2026-03-08,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,148.78,Cash
619,2026-03-08,Search Ads Platform,Marketing & Growth,Search Ads Platform,19.07,Bank Transfer
620,2026-03-08,Social Ads Platform,Marketing & Growth,Social Ads Platform,18.77,Zelle
621,2026-03-09,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,103.4,Check
622,2026-03-09,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,228.28,Business Debit
623,2026-03-09,Break Room Supplies,Other/Non-Operating,Break Room Supplies,1051.24,Cash
624,2026-03-09,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,77.12,Business Debit
625,2026-03-09,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,267.55,Cash
626,2026-03-10,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,895.74,Bank Transfer
627,2026-03-10,Booking Software Subscription,Software & Technology,Booking Software Subscription,8.47,Check
628,2026-03-11,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,43.97,Bank Transfer
629,2026-03-11,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,210.44,Credit Card
630,2026-03-12,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,886.23,Check
631,2026-03-12,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,760.11,Credit Card
632,2026-03-12,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1013.84,Business Debit
633,2026-03-12,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,211.25,Business Debit
634,2026-03-12,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,206.67,Business Debit
635,2026-03-12,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,352.33,Business Debit
636,2026-03-13,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,152.97,Credit Card
637,2026-03-13,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,271.37,Credit Card
638,2026-03-13,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,242.58,Check
639,2026-03-13,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,650.57,Bank Transfer
640,2026-03-13,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,765.75,Business Debit
641,2026-03-14,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,153.17,Zelle
642,2026-03-14,Social Ads Platform,Marketing & Growth,Social Ads Platform,24.8,Bank Transfer
643,2026-03-14,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,372.41,Check
644,2026-03-14,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,352.31,Bank Transfer
645,2026-03-14,Search Ads Platform,Marketing & Growth,Search Ads Platform,9.26,Credit Card
646,2026-03-15,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,282.53,Cash
647,2026-03-15,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,176.11,Bank Transfer
648,2026-03-16,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,294.62,Business Debit
649,2026-03-16,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,129.31,Bank Transfer
650,2026-03-17,Search Ads Platform,Marketing & Growth,Search Ads Platform,14.26,Credit Card
651,2026-03-17,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,267.4,Check
652,2026-03-18,Social Ads Platform,Marketing & Growth,Social Ads Platform,694.66,Business Debit
653,2026-03-18,Line of Credit Interest,Debt Services,Line of Credit Interest,281.0,Zelle
654,2026-03-19,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,22.31,Bank Transfer
655,2026-03-19,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,208.84,Zelle
656,2026-03-19,Office Supply Co,Other/Non-Operating,Office Supply Co,233.57,Credit Card
657,2026-03-19,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,191.52,Bank Transfer
658,2026-03-19,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,868.62,Zelle
659,2026-03-19,Search Ads Platform,Marketing & Growth,Search Ads Platform,12.78,Credit Card
660,2026-03-20,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,365.08,Bank Transfer
661,2026-03-21,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,780.72,Business Debit
662,2026-03-21,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,293.39,Check
663,2026-03-21,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,112.13,Bank Transfer
664,2026-03-21,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1971.59,Check
665,2026-03-21,Office Supply Co,Other/Non-Operating,Office Supply Co,59.01,Cash
666,2026-03-21,Break Room Supplies,Other/Non-Operating,Break Room Supplies,2069.74,Business Debit
667,2026-03-22,Referral Program Payout,Marketing & Growth,Referral Program Payout,6.11,Cash
668,2026-03-22,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1120.68,Credit Card
669,2026-03-23,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,44.61,Business Debit
670,2026-03-23,Equipment Loan Payment,Debt Services,Equipment Loan Payment,514.35,Check
671,2026-03-23,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,31.37,Business Debit
672,2026-03-23,Social Ads Platform,Marketing & Growth,Social Ads Platform,18.95,Bank Transfer
673,2026-03-24,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1114.35,Cash
674,2026-03-24,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,556.94,Business Debit
675,2026-03-24,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,23.43,Business Debit
676,2026-03-25,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,932.96,Zelle
677,2026-03-25,Social Ads Platform,Marketing & Growth,Social Ads Platform,106.68,Check
678,2026-03-25,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,368.29,Credit Card
679,2026-03-25,Referral Program Payout,Marketing & Growth,Referral Program Payout,13.1,Zelle
680,2026-03-25,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,381.18,Credit Card
681,2026-03-26,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,734.5,Business Debit
682,2026-03-27,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,299.92,Zelle
683,2026-03-27,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,266.6,Cash
684,2026-03-28,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,1214.69,Cash
685,2026-03-30,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1735.79,Bank Transfer
686,2026-03-30,Booking Software Subscription,Software & Technology,Booking Software Subscription,59.03,Credit Card
687,2026-03-31,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,145.47,Credit Card
688,2026-03-31,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,550.7,Cash
689,2026-04-01,Financing Payment,Debt Services,Financing Payment,1741.32,Credit Card
690,2026-04-01,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,300.5,Business Debit
691,2026-04-01,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,55.66,Credit Card
692,2026-04-01,Break Room Supplies,Other/Non-Operating,Break Room Supplies,527.67,Credit Card
693,2026-04-02,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,49.06,Check
694,2026-04-02,Search Ads Platform,Marketing & Growth,Search Ads Platform,16.87,Cash
695,2026-04-03,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,295.15,Check
696,2026-04-03,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,122.91,Check
697,2026-04-03,Break Room Supplies,Other/Non-Operating,Break Room Supplies,112.63,Check
698,2026-04-03,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,203.18,Business Debit
699,2026-04-04,Booking Software Subscription,Software & Technology,Booking Software Subscription,24.74,Credit Card
700,2026-04-04,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,13.36,Cash
701,2026-04-05,Electric Utility Co,Occupancy Cost,Electric Utility Co,810.65,Business Debit
702,2026-04-05,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,494.0,Business Debit
703,2026-04-06,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,335.6,Bank Transfer
704,2026-04-06,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1212.37,Cash
705,2026-04-07,CAM Fee,Occupancy Cost,CAM Fee,708.98,Zelle
706,2026-04-07,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,179.08,Bank Transfer
707,2026-04-07,Scheduling App Fee,Software & Technology,Scheduling App Fee,12.05,Bank Transfer
708,2026-04-07,Referral Program Payout,Marketing & Growth,Referral Program Payout,5.05,Credit Card
709,2026-04-08,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,362.75,Check
710,2026-04-08,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,359.12,Check
711,2026-04-08,Break Room Supplies,Other/Non-Operating,Break Room Supplies,2227.07,Business Debit
712,2026-04-08,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,295.13,Credit Card
713,2026-04-08,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,78.02,Zelle
714,2026-04-09,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,29.51,Cash
715,2026-04-10,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,222.22,Check
716,2026-04-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,105.7,Cash
717,2026-04-11,General Store Purchase,Other/Non-Operating,General Store Purchase,102.37,Check
718,2026-04-12,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,506.08,Business Debit
719,2026-04-13,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,17.09,Check
720,2026-04-13,Professional Certification Fee,Licensing & Compliance,Professional Certification Fee,1714.19,Bank Transfer
721,2026-04-13,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,805.78,Bank Transfer
722,2026-04-13,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,179.39,Zelle
723,2026-04-13,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,127.65,Check
724,2026-04-14,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1743.43,Zelle
725,2026-04-14,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,814.5,Bank Transfer
726,2026-04-14,Office Supply Co,Other/Non-Operating,Office Supply Co,503.69,Bank Transfer
727,2026-04-15,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,68.23,Cash
728,2026-04-15,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,1575.42,Credit Card
729,2026-04-15,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,203.22,Cash
730,2026-04-16,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,107.87,Cash
731,2026-04-16,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,34.29,Credit Card
732,2026-04-16,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,30.07,Bank Transfer
733,2026-04-16,Financing Payment,Debt Services,Financing Payment,212.06,Cash
734,2026-04-17,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,20.94,Credit Card
735,2026-04-17,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,188.54,Bank Transfer
736,2026-04-17,Break Room Supplies,Other/Non-Operating,Break Room Supplies,702.47,Credit Card
737,2026-04-17,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1091.51,Cash
738,2026-04-17,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,6.74,Credit Card
739,2026-04-18,Line of Credit Interest,Debt Services,Line of Credit Interest,946.11,Credit Card
740,2026-04-18,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,17.4,Business Debit
741,2026-04-18,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,379.57,Zelle
742,2026-04-19,Search Ads Platform,Marketing & Growth,Search Ads Platform,16.93,Cash
743,2026-04-20,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,95.37,Credit Card
744,2026-04-21,Referral Program Payout,Marketing & Growth,Referral Program Payout,295.66,Check
745,2026-04-21,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,93.6,Cash
746,2026-04-21,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,250.94,Zelle
747,2026-04-21,Equipment Loan Payment,Debt Services,Equipment Loan Payment,40.24,Check
748,2026-04-21,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,161.86,Credit Card
749,2026-04-21,General Store Purchase,Other/Non-Operating,General Store Purchase,57.11,Bank Transfer
750,2026-04-21,Electric Utility Co,Occupancy Cost,Electric Utility Co,142.12,Cash
751,2026-04-21,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,385.97,Cash
752,2026-04-21,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,811.58,Bank Transfer
753,2026-04-22,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,110.49,Bank Transfer
754,2026-04-22,Equipment Loan Payment,Debt Services,Equipment Loan Payment,624.97,Cash
755,2026-04-23,Search Ads Platform,Marketing & Growth,Search Ads Platform,8.77,Business Debit
756,2026-04-23,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,354.37,Zelle
757,2026-04-23,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,80.1,Check
758,2026-04-23,Electric Utility Co,Occupancy Cost,Electric Utility Co,998.4,Business Debit
759,2026-04-24,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,671.82,Credit Card
760,2026-04-24,Scheduling App Fee,Software & Technology,Scheduling App Fee,10.43,Credit Card
761,2026-04-24,Equipment Loan Payment,Debt Services,Equipment Loan Payment,214.43,Business Debit
762,2026-04-25,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1852.37,Business Debit
763,2026-04-25,Financing Payment,Debt Services,Financing Payment,64.87,Zelle
764,2026-04-25,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,351.6,Check
765,2026-04-25,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,881.08,Credit Card
766,2026-04-26,Office Supply Co,Other/Non-Operating,Office Supply Co,115.07,Credit Card
767,2026-04-26,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,37.22,Check
768,2026-04-27,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,307.04,Cash
769,2026-04-27,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,760.04,Check
770,2026-04-27,Office Supply Co,Other/Non-Operating,Office Supply Co,96.49,Bank Transfer
771,2026-04-27,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,36.58,Business Debit
772,2026-04-28,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,742.97,Zelle
773,2026-04-28,Social Ads Platform,Marketing & Growth,Social Ads Platform,29.7,Check
774,2026-04-28,General Store Purchase,Other/Non-Operating,General Store Purchase,132.23,Bank Transfer
775,2026-04-28,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,221.93,Bank Transfer
776,2026-04-29,Scheduling App Fee,Software & Technology,Scheduling App Fee,4.19,Zelle
777,2026-04-29,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,173.24,Check
778,2026-04-29,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,134.75,Check
779,2026-04-29,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,350.66,Check
780,2026-04-30,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,161.64,Business Debit
781,2026-04-30,General Store Purchase,Other/Non-Operating,General Store Purchase,51.06,Credit Card
782,2026-05-01,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,372.44,Business Debit
783,2026-05-01,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,1041.46,Bank Transfer
784,2026-05-01,State Business License Renewal,Licensing & Compliance,State Business License Renewal,56.53,Check
785,2026-05-02,Property Insurance Premium,Insurance,Property Insurance Premium,200.38,Zelle
786,2026-05-02,Search Ads Platform,Marketing & Growth,Search Ads Platform,16.73,Credit Card
787,2026-05-02,Financing Payment,Debt Services,Financing Payment,156.03,Zelle
788,2026-05-02,Social Ads Platform,Marketing & Growth,Social Ads Platform,11.52,Business Debit
789,2026-05-02,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,111.45,Cash
790,2026-05-02,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,31.96,Zelle
791,2026-05-03,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,141.34,Cash
792,2026-05-03,General Store Purchase,Other/Non-Operating,General Store Purchase,1015.09,Zelle
793,2026-05-03,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,116.8,Check
794,2026-05-04,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,2401.57,Bank Transfer
795,2026-05-04,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,694.52,Cash
796,2026-05-04,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,14.57,Check
797,2026-05-06,Referral Program Payout,Marketing & Growth,Referral Program Payout,24.37,Credit Card
798,2026-05-06,Bookkeeping Services,Professional Services,Bookkeeping Services,336.4,Check
799,2026-05-07,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,20.25,Bank Transfer
800,2026-05-07,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,57.45,Check
801,2026-05-08,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,49.32,Cash
802,2026-05-08,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,78.09,Business Debit
803,2026-05-08,Small Tools Purchase,"Repairs, Maintenance & Small Equipment",Small Tools Purchase,59.45,Credit Card
804,2026-05-08,Booking Software Subscription,Software & Technology,Booking Software Subscription,18.44,Zelle
805,2026-05-09,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,258.03,Cash
806,2026-05-10,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,41.8,Business Debit
807,2026-05-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,168.92,Zelle
808,2026-05-10,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,705.69,Cash
809,2026-05-10,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,249.45,Check
810,2026-05-10,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,342.75,Bank Transfer
811,2026-05-10,CAM Fee,Occupancy Cost,CAM Fee,515.14,Bank Transfer
812,2026-05-11,Tax Prep Services,Professional Services,Tax Prep Services,249.45,Business Debit
813,2026-05-11,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,54.87,Cash
814,2026-05-11,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,324.89,Check
815,2026-05-12,Search Ads Platform,Marketing & Growth,Search Ads Platform,10.78,Zelle
816,2026-05-12,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,15.71,Zelle
817,2026-05-12,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,366.04,Bank Transfer
818,2026-05-13,Legal Consultation,Professional Services,Legal Consultation,1071.89,Business Debit
819,2026-05-14,Office Supply Co,Other/Non-Operating,Office Supply Co,109.9,Credit Card
820,2026-05-14,Line of Credit Interest,Debt Services,Line of Credit Interest,759.97,Credit Card
821,2026-05-15,Professional Certification Fee,Licensing & Compliance,Professional Certification Fee,18.24,Credit Card
822,2026-05-15,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,302.86,Credit Card
823,2026-05-15,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,257.21,Cash
824,2026-05-15,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,16.4,Check
825,2026-05-16,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,92.48,Credit Card
826,2026-05-16,Office Supply Co,Other/Non-Operating,Office Supply Co,134.64,Zelle
827,2026-05-16,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,113.5,Business Debit
828,2026-05-16,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,677.25,Business Debit
829,2026-05-16,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,335.28,Bank Transfer
830,2026-05-16,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,313.14,Zelle
831,2026-05-17,Referral Program Payout,Marketing & Growth,Referral Program Payout,323.4,Cash
832,2026-05-17,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,678.73,Business Debit
833,2026-05-17,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1043.45,Bank Transfer
834,2026-05-17,Search Ads Platform,Marketing & Growth,Search Ads Platform,332.12,Credit Card
835,2026-05-18,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,651.22,Credit Card
836,2026-05-18,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,77.05,Cash
837,2026-05-19,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,237.0,Cash
838,2026-05-19,Social Ads Platform,Marketing & Growth,Social Ads Platform,10.62,Cash
839,2026-05-20,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,65.57,Bank Transfer
840,2026-05-20,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,94.09,Zelle
841,2026-05-20,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,332.44,Business Debit
842,2026-05-21,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,36.1,Credit Card
843,2026-05-21,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,89.62,Business Debit
844,2026-05-21,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,253.65,Check
845,2026-05-21,Social Ads Platform,Marketing & Growth,Social Ads Platform,20.5,Check
846,2026-05-21,Booking Software Subscription,Software & Technology,Booking Software Subscription,6.28,Bank Transfer
847,2026-05-21,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,176.63,Cash
848,2026-05-22,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,17.94,Business Debit
849,2026-05-22,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,22.15,Check
850,2026-05-22,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,369.73,Business Debit
851,2026-05-23,Search Ads Platform,Marketing & Growth,Search Ads Platform,17.56,Business Debit
852,2026-05-23,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,76.48,Business Debit
853,2026-05-23,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,720.22,Credit Card
854,2026-05-23,Break Room Supplies,Other/Non-Operating,Break Room Supplies,92.43,Check
